baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
leptidea_sinapisG00000003000	45.0609334689668	0.0569794252546564	0.466955991142331	0.122023116386762	0.902880710841002	0.980384759751582
leptidea_sinapisG00000003001	11.6599027123527	0.568839391797389	0.352141894770272	1.61536982746255	0.106230630249878	0.619875902595743
leptidea_sinapisG00000003002	96.689740939509	0.307750979682352	0.246186985799004	1.25007005826706	0.211273956297484	0.727204272026781
leptidea_sinapisG00000003003	7.47560872538386	-0.0284271071457925	0.644937974922509	-0.044077272933429	0.96484280874617	0.994683307985743
leptidea_sinapisG00000003004	31.2363568127299	-0.293041480207381	0.36432707159768	-0.80433627652842	0.421202792348063	0.843163484457437
leptidea_sinapisG00000003005	8.96470953353848	-0.735632748785831	0.727514141723659	-1.01115938041141	0.311940153555127	0.795948212913024
leptidea_sinapisG00000003006	64.6215715619192	0.550656475377213	0.305586603376529	1.80196536527722	0.0715508549026743	0.554601470036709
leptidea_sinapisG00000003007	93.8056001082891	0.0929467345163077	0.238834996633195	0.389167148142265	0.697152503663692	0.940969618128427
leptidea_sinapisG00000003008	8.2927297630037	0.334076437684643	0.393198093020785	0.849639007956691	0.395525817700102	0.833062371926085
leptidea_sinapisG00000008438	45.2424350939381	-0.366645924283801	0.287836156941472	-1.27380079062949	0.202734024911056	0.72551211870952
leptidea_sinapisG00000015428	29.3161795185425	0.109381098397258	0.288390259092603	0.379281528930336	0.70447881456599	0.941790963187708
leptidea_sinapisG00000003009	205.054766955717	0.066005013472758	0.530390866265637	0.124445984406716	0.90096216600661	0.980384759751582
leptidea_sinapisG00000006942	182.911246878057	0.146206638838194	0.377716936359856	0.387079912929562	0.698697047910862	0.940969618128427
leptidea_sinapisG00000008520	14.4867368142033	0.308237873568565	0.572014508753914	0.538863733089631	0.589980883287651	0.910656648039574
leptidea_sinapisG00000001481	41.2481394891629	0.34502752861399	0.239180262317888	1.44254181039162	0.14914958549759	0.677234559526484
leptidea_sinapisG00000007433	127.378305234619	-0.157049125084151	0.236038981468217	-0.665352494351862	0.505825062210745	0.884846943512677
